DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2016,6444743,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2017,6780674,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2018,7040324,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2019,7163029,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2020,2891900,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA1,2021,2940048,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2012,6092767,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2013,6214272,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2014,6757358,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2015,6944644,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2016,6924215,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2017,7328263,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2018,7475900,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2019,7783224,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2020,3283030,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA2,2021,3297898,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2012,1759654,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2013,1765667,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2014,1813506,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2015,1902319,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2016,1958174,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2017,2047832,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2018,2064857,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2019,2092762,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2020,1097279,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA3,2021,1226484,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2012,1678585,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2013,1710976,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2014,1752309,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2015,1752220,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2016,1809382,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2017,1901371,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2018,1911545,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2019,1957741,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2020,998252,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA4,2021,1007769,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2012,3392504,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2013,3464006,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2014,3505666,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2015,3645354,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2016,3764972,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2017,3974067,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2018,4007335,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2019,4110570,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2020,2101557,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEA5,2021,2027986,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2012,7664963,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2013,7696930,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2014,7833661,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2015,8106595,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2016,8280188,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2017,8489900,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2018,8659588,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2019,8747572,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2020,5309524,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB,2021,4729708,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2012,3207496,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2013,3224926,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2014,3240940,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2015,3387164,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2016,3439646,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2017,3519457,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2018,3538320,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2019,3526514,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2020,2164482,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB1,2021,1824652,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2012,1915111,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2013,1900268,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2014,1957336,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2015,1981151,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2016,2053425,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2017,2099779,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2018,2171006,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2019,2184632,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2020,1442279,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB2,2021,1257644,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2012,2542356,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2013,2571736,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2014,2635385,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2015,2738280,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2016,2787117,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2017,2870664,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2018,2950262,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2019,3036426,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2020,1702763,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEB3,2021,1647412,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2012,720932,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2013,823429,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2014,903756,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2015,925300,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2016,966465,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2017,1013152,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2018,1022449,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2019,1071375,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2020,595806,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC,2021,577907,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2012,720932,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2013,823429,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2014,903756,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2015,925300,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2016,966465,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2017,1013152,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2018,1022449,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2019,1071375,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2020,595806,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEC0,2021,577907,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2012,6905381,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2013,6954156,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2014,7272433,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2015,7272795,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2016,7358715,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2017,7728252,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2018,8035583,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2019,8341689,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2020,4702071,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED,2021,4099479,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2012,3486056,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2013,3467363,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2014,3713241,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2015,3673938,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2016,3701643,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2017,3860294,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2018,3987717,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2019,4142045,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2020,2436713,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED2,2021,2012949,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2012,1646797,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2013,1605510,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2014,1604947,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2015,1601385,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2016,1639117,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2017,1686950,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2018,1729527,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2019,1767527,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2020,980138,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED4,2021,843345,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2012,1772528,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2013,1881283,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2014,1954245,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2015,1997472,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2016,2017955,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2017,2181008,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2018,2318339,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2019,2432117,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2020,1285220,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DED5,2021,1243185,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2012,2906833,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2013,2838585,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2014,2941007,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2015,3059724,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2016,3132321,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2017,3305384,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2018,3352758,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2019,3521505,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2020,2181460,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE,2021,2073320,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2012,2906833,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2013,2838585,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2014,2941007,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2015,3059724,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2016,3132321,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2017,3305384,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2018,3352758,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2019,3521505,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2020,2181460,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEE0,2021,2073320,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2012,5985724,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2013,6170987,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2014,6601396,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2015,6873413,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2016,7196009,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2017,7578959,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2018,8435291,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2019,8759583,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2020,6106762,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF,2021,6457858,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2012,5985724,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2013,6170987,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2014,6601396,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2015,6873413,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2016,7196009,
ESTAT:TOUR_OCC_ARN2$DEFAULTVIEW(1.0),12/04/23 23:00:00,A,TOTAL,NR,I551-I553,DEF0,2017,7578959,
